nombre,edad,altura,peso,posiciones,pie preferido,velocidad,disparo,pase,manejo,defensa,estado fisico
Sam Byram,25,183,72,RB,Derecho,71,60,66,72,70,68
Opa N'Guette,24,182,76,"LW, LM",Derecho,85,63,64,75,41,60
Enzo Pablo Roco Roco,26,192,79,CB,Derecho,39,41,54,56,72,76
Wil Trapp,26,173,68,CDM,Derecho,57,54,70,70,65,64
Samuel Piette,24,171,79,CDM,Derecho,63,44,60,64,69,80
Alexander Fransson,25,180,74,"CM, CDM",Derecho,68,63,66,72,67,74
Guillermo León Celis Montiel,26,178,73,"CDM, CM",Derecho,65,51,61,69,70,70
Juan Pablo Nieto Salazar,26,178,74,"CM, CAM",Derecho,71,66,75,73,48,72
Jeremy Toljan,24,182,74,"RB, LB",Derecho,87,42,62,70,66,68
Guillermo Ortíz,26,183,76,CB,Derecho,67,41,48,47,71,78
Lorenzo Faravelli,26,177,73,"CM, CDM",Izquierdo,77,70,69,72,70,72
Víctor Hugo García Hernández,25,178,71,RB,Derecho,77,40,60,73,69,67
久保 裕也,25,178,73,"CAM, ST",Derecho,75,69,67,76,41,58
Norbert Gyömbér,26,189,74,CB,Derecho,57,31,42,49,73,67
César Falletti,26,170,65,"CAM, RW, CF",Derecho,81,64,69,78,33,61
Alexander Alegría Moreno,26,191,84,ST,Derecho,50,71,56,70,33,71
Federico Ricci,25,175,63,"RW, LW",Izquierdo,79,64,66,76,47,48
Leonardo B. Lohner Maia,25,184,83,ST,Derecho,68,70,67,71,35,71
Gerónimo Gastón Poblete,26,173,63,"CDM, CM",Derecho,67,51,65,72,68,72
Jaïro Riedewald,22,182,79,"CB, CDM",Izquierdo,64,51,68,68,72,66
Erik Thommy,24,174,70,"LM, CAM, RM",Derecho,77,67,71,75,33,52
Stefano Moreo,26,190,75,"ST, RW",Derecho,76,66,61,68,51,79
Famara Diedhiou,26,189,80,ST,Derecho,60,70,46,66,31,73
Moussa Doumbia,24,173,68,"LM, CAM",Derecho,83,68,66,75,36,60
Aleksandr Tashaev,25,179,75,"LM, LW, RM",Derecho,78,61,71,71,40,62
Mimoun Mahi,25,181,69,"ST, LM",Derecho,76,73,67,77,35,65
Daniel Álvarez López,24,176,70,"RM, LM, RW",Derecho,88,58,70,75,32,60
Cristian Guanca,26,178,78,"ST, CAM",Izquierdo,78,72,61,72,37,68
Yohan Boli,25,181,78,ST,Derecho,76,70,57,71,39,72
Amro Tarek Abdel Aziz,27,191,88,"CB, LB",Izquierdo,64,39,49,63,71,78
Adriàn Dalmau Vaquer,25,181,74,ST,Derecho,77,75,53,68,41,58
Amr Warda,25,179,77,"RM, LM, CAM",Derecho,79,61,71,74,32,45
Joseph Attamah,25,180,80,"CB, CDM",Derecho,69,47,59,55,71,75
Lucas Höler,24,184,83,"ST, RM",Derecho,68,71,51,65,34,74
Aleksandar Sedlar,27,178,79,CB,Derecho,57,40,49,47,71,78
Lazar Rosić,26,190,82,CB,Derecho,47,29,45,47,71,73
Jonathan Diego Menéndez,25,166,62,"LM, RM, LW",Derecho,89,66,63,76,34,48
Pedro Filipe Barbosa Moreira,26,170,68,"CAM, CM, RW",Derecho,79,66,72,74,52,60
Giorgi Kvilitaia,25,193,82,ST,Derecho,71,69,56,70,37,77
Nicolas Moumi Ngamaleu,24,182,74,"LM, ST, RM",Derecho,91,72,62,71,34,73
Latif Blessing,22,165,64,"CAM, RW, CM",Derecho,86,62,64,75,57,57
Alexandre Garcia Guedes,25,185,77,ST,Derecho,64,70,58,69,22,70
Christopher Antwi-Adjej,25,173,72,"LM, CAM, RM",Derecho,86,60,61,77,26,55
Christoph Zimmermann,26,194,92,CB,Derecho,53,33,43,44,72,78
Yoel Bárcenas,25,175,75,"RM, LM",Derecho,82,66,67,74,36,61
Jawad El Yamiq,27,190,83,CB,Derecho,67,41,48,58,72,71
Artem Shabanov,27,189,79,"CB, LB, CDM",Derecho,60,24,48,37,72,70
Marko Jevtović,25,194,82,CDM,Derecho,57,59,65,60,71,74
Abdulla Yusuf Helal,26,194,87,"ST, CF",Derecho,74,68,52,71,38,71
Kyle Bartley,28,194,94,CB,Derecho,54,27,49,49,71,81
Ezequiel Muñoz,28,185,78,CB,Derecho,46,30,46,45,71,78
Vincent Julien Sasso,28,190,82,CB,Derecho,35,27,54,52,71,67
Markus Henriksen,26,187,80,"CDM, CM",Derecho,65,70,68,67,69,76
Michael Hector,26,193,82,CB,Derecho,64,47,51,59,71,76
Gustavo Lucas Domingues Piazon,25,182,73,"RW, LW, LM",Derecho,65,72,72,73,34,53
Massimo Bruno,25,178,74,"RM, LM, CAM",Derecho,76,68,70,72,36,64
Abdoulaye Ba,28,197,79,CB,Derecho,49,38,46,41,71,78
Oscar Lewicki,26,171,68,"CB, CDM, CM",Derecho,61,55,59,65,71,77
Jean-Daniel Akpa Akpro,26,180,71,CM,Derecho,80,67,70,71,68,71
Darko Jevtić,26,182,75,CAM,Izquierdo,71,66,71,71,45,64
Jimmy Giraudon,27,184,66,"CB, CM, CDM",Derecho,58,36,58,59,72,72
Julián Velázquez,28,184,80,CB,Derecho,67,43,47,52,73,76
Ken Sema,25,180,69,"LM, RM",Izquierdo,78,66,69,75,42,68
Ager Aketxe Barrutia,25,174,69,"CAM, CM, RM",Izquierdo,63,71,77,73,45,58
Emanuel Brítez,27,180,78,"CB, RB",Derecho,71,49,57,64,71,79
Dankler Luís de Jesus Pedreira,27,186,81,CB,Derecho,55,40,51,50,70,81
Mark Diemers,25,175,70,"CAM, CM",Derecho,72,65,74,76,59,63
Javier Güemez López,27,176,80,"CDM, CM",Derecho,64,64,67,66,69,84
Mame Baba Thiam,26,185,79,"ST, RM",Derecho,75,69,64,74,26,71
Mohammed Al Buraik,26,173,58,RB,Derecho,82,59,70,69,65,71
Javier Correa,26,187,85,ST,Derecho,67,71,50,71,29,76
Andreas Bouchalakis,26,188,84,"CM, CDM",Izquierdo,63,67,71,68,65,70
Víctor Salazar,26,175,67,"RB, RWB",Derecho,92,48,57,71,67,72
Khaled Narey,24,180,75,"RM, LM, RWB",Derecho,85,64,65,71,60,75
Bruno Miguel Boialvo Gaspar,26,176,68,RB,Derecho,82,58,65,75,67,66
Thiago Santos Santana,26,184,79,ST,Izquierdo,68,71,61,68,25,72
Samir Memišević,25,185,77,"CB, CDM",Derecho,59,48,54,62,69,84
Lukáš Štetina,27,188,87,CB,Derecho,65,38,51,51,70,79
Luke Ayling,27,185,72,RB,Derecho,69,50,61,68,72,75
Diego Fabián Polenta Musetti,27,185,87,CB,Izquierdo,68,39,54,54,70,81
Mattias Johansson,27,171,64,"RB, RWB",Derecho,85,47,57,74,67,65
Romaine Sawyers,27,185,67,"CM, CDM",Derecho,71,60,70,73,57,67
Matthias Zimmermann,27,177,76,"RB, CDM",Derecho,69,52,66,68,70,72
Adam Forshaw,27,174,71,"CM, CDM",Derecho,65,61,71,72,62,66
Julian Börner,28,188,86,CB,Izquierdo,63,58,54,56,71,79
Juan Manuel Iturbe Arévalo,26,169,62,"RW, RM",Izquierdo,89,64,67,76,29,56
Lukáš Hejda,29,189,85,CB,Derecho,60,35,51,56,72,75
Taulant Xhaka,28,172,72,"CDM, CM, CB",Derecho,74,62,67,69,68,82
Fernando Canesín Matos,27,176,70,"CAM, RM, CF",Derecho,78,61,67,75,30,61
Tino-Sven Sušić,27,186,80,CM,Izquierdo,66,68,74,73,58,70
Jorge Pulido Mayoral,28,186,72,"CB, LB, RB",Derecho,42,37,52,49,72,79
Christoph Knasmüllner,27,181,70,"CAM, CM",Derecho,76,66,70,75,42,68
Robert Žulj,27,189,89,"CAM, CF",Derecho,53,72,71,73,35,68
Ryder Matos Santos,26,180,70,"RW, ST, LW",Derecho,76,67,63,78,35,68
Kenny McLean,27,183,70,"CM, CAM, CDM",Izquierdo,74,69,68,73,60,70
István Kovács,27,171,66,"CAM, CF",Derecho,80,65,66,73,31,44
Iván Balliu Campeny,27,172,63,RB,Derecho,79,39,68,73,69,69
Virgil  Misidjan,25,173,70,"RW, RM, LM",Derecho,86,64,64,77,29,59
Ahmad Benali,27,173,66,"CM, CDM",Derecho,78,62,70,79,44,63
Tommy Smith,27,186,84,RB,Derecho,69,46,67,66,70,72
Marcello Trotta,26,188,85,"ST, RW",Izquierdo,63,71,58,68,43,66
Mats Seuntjens,27,187,81,"ST, CAM, RM",Derecho,73,70,69,73,62,74
Molla Wagué,28,191,85,CB,Derecho,54,33,42,44,72,81
Valeri  Qazaishvili,26,175,80,"LM, CAM",Derecho,64,73,66,79,36,63
Stef Peeters,27,188,74,"CM, CAM, CDM",Izquierdo,62,69,75,67,59,65
Rafael da Silva,27,179,73,"ST, LW, RW",Derecho,84,71,64,73,31,66
Oussama Tannane,25,177,80,"RM, ST",Izquierdo,80,74,68,74,35,70
Andy Yiadom,27,180,75,"RB, LB",Derecho,84,51,59,71,68,68
Renaud Ripart,26,181,73,"ST, LM, RB",Derecho,73,73,66,71,60,67
Alexander Mühling,26,186,84,"CM, CAM",Derecho,70,63,71,73,57,72
João Carlos Vilaça Teixeira,26,177,69,"LM, CAM",Derecho,71,67,70,76,37,57
Yasser Al Shahrani,27,170,61,"LB, RB",Derecho,86,58,68,70,67,64
Aljaž Struna,28,188,84,"CB, RB",Derecho,65,40,58,61,70,85
Carlos Hernández Alarcón,28,185,81,CB,Derecho,49,46,47,50,71,80
Andreas Voglsammer,27,178,81,"ST, LW",Derecho,77,70,58,67,37,82
Gyasi Zardes,27,186,84,ST,Derecho,85,70,51,68,44,77
Jordan Marié,27,177,73,"CM, CDM",Derecho,57,56,66,72,66,67
Jaine Stiven Barreiro Solis,25,189,78,CB,Derecho,68,34,43,54,75,73
Jorge Luis Rojas Meza,26,168,70,"RM, LM",Derecho,90,66,64,75,34,61
Rodrigo Gómez,26,166,64,"LM, RM, LW",Derecho,87,68,67,75,42,55
Emanuel Olivera,29,180,73,CB,Derecho,66,42,49,50,73,75
Gino Peruzzi,27,178,71,RB,Derecho,80,50,64,69,69,71
Renaud Emond,27,186,73,ST,Derecho,66,72,55,62,27,67
Danilo Teodoro Soares,27,170,72,"LB, LWB",Izquierdo,76,59,63,74,69,70
Simeon Tochukwu Nwankwo,27,198,84,ST,Derecho,59,74,44,59,29,78
Roberto Ibáñez Castro,26,178,71,"RM, LM",Derecho,77,67,71,74,48,52
Aleksandar Pešić,27,190,87,ST,Derecho,67,70,62,66,48,77
Octavio Rivero,27,187,82,ST,Derecho,72,71,48,69,25,76
Leonardo Mancuso,27,182,77,"ST, LW, RW",Derecho,78,71,63,72,34,69
Tiago Pagnussat,29,191,89,CB,Derecho,51,45,45,41,68,79
Motaz Hawsawi,27,180,77,CB,Derecho,63,45,44,53,72,73
Alexis Pedro Canelo,27,180,83,"ST, LM",Izquierdo,83,72,62,72,27,68
Matej Jonjić,28,187,83,CB,Derecho,68,42,45,48,72,76
Robin Lod,26,181,82,LM,Izquierdo,71,71,71,72,51,65
Arnold Issoko,27,183,75,"RB, RM, RW",Derecho,93,64,60,70,64,80
Ngoran Suiru Fai Collins,26,167,70,"RB, LB",Derecho,86,32,58,69,69,74
João Pedro Reis Amaral,27,172,67,"CAM, RM",Izquierdo,88,67,66,75,36,58
Kaveh Rezaei,27,185,79,ST,Derecho,68,72,65,66,28,68
Ousmane Kanté,29,185,83,CB,Derecho,51,35,46,53,72,79
Julio González,27,177,73,"RB, CB",Derecho,76,43,57,57,73,80
Bogdan Planić,27,191,85,CB,Derecho,62,26,35,36,71,80
Markus Rosenberg,36,184,81,ST,Derecho,64,72,69,68,38,79
Fabricio Coloccini,37,184,83,CB,Derecho,40,55,58,60,72,69
Tom Huddlestone,32,188,80,CDM,Derecho,40,70,75,63,69,69
Claudio Terzi,35,180,69,CB,Derecho,51,41,45,51,71,77
Giampaolo Pazzini,34,180,78,ST,Derecho,56,68,56,69,34,65
Alessandro Rosina,35,170,69,"RW, CAM",Izquierdo,69,70,73,76,23,46
Domenico Maietta,36,184,75,CB,Derecho,32,16,39,45,73,67
远藤 保仁,39,178,75,"CM, CDM, CAM",Derecho,31,70,77,68,66,67
Aitor Sanz Martín,34,181,71,"CDM, CM, CAM",Derecho,59,61,72,67,66,72
Israel Alejandro Damonte,37,176,72,"CM, CDM",Derecho,53,65,69,70,71,73
Jonathan Pablo Bottinelli,34,180,79,CB,Izquierdo,33,36,51,47,73,66
Christophe Jallet,35,178,70,"RB, LB",Derecho,55,59,73,72,73,68
Édgar Osvaldo Barreto Cáceres,34,180,79,CM,Derecho,59,66,72,68,73,67
Marius Valerică Găman,30,191,82,CB,Derecho,52,51,57,56,72,71
Gastón Nicolás Fernández,35,171,70,"CAM, ST, LW",Derecho,60,70,70,72,47,56
Nana Kwesi Asare,32,173,66,"LB, CB",Izquierdo,71,56,68,71,74,71
Ken Reichel,32,185,84,LB,Izquierdo,68,68,66,67,71,75
Jean André Emanuel Beausejour Coliqueo,35,178,83,LB,Izquierdo,85,63,67,73,68,80
Julio Alberto Barroso,34,175,71,CB,Derecho,63,47,58,54,72,74
Jonathan Pitroipa,33,176,60,CAM,Derecho,77,63,66,76,37,49
Phil Bardsley,34,180,79,RB,Derecho,51,58,66,68,75,72
Bacary Sagna,36,176,73,"RB, RWB",Derecho,64,54,68,71,73,76
Nicolas Lombaerts,34,187,80,CB,Izquierdo,32,44,62,52,76,69
Cyril Théréau,36,189,79,"LW, CF",Derecho,56,76,71,73,37,65
Stephen Ward,33,186,80,LB,Izquierdo,57,60,69,70,75,72
Rasmus Elm,31,184,75,CM,Derecho,47,66,76,67,61,62
Kirill Nababkin,32,184,77,"LB, RB, CB",Derecho,76,60,62,60,73,74
Semih Kaya,28,183,80,CB,Derecho,64,38,56,55,70,75
Yannick Cahuzac,34,178,72,"CDM, CM",Derecho,42,46,64,60,70,77
Jérémy Sorbon,35,183,79,CB,Derecho,32,31,58,47,74,69
Julián Omar Ramos Suárez,31,176,67,"RM, LM",Izquierdo,74,66,72,75,36,58
Markus Suttner,32,179,74,"LB, LWB",Izquierdo,66,58,72,72,70,67
Sergio Floccari,37,180,79,ST,Derecho,59,73,61,71,27,58
Ryan Shawcross,31,191,76,CB,Derecho,41,37,47,49,71,82
Ryan Shotton,30,191,84,"CB, RWB, RB",Derecho,63,52,61,63,72,77
Christian Fernández Salas,33,182,77,"CB, LB",Izquierdo,66,56,61,60,71,78
Alberto De La Bella Madureño,33,182,79,LB,Izquierdo,66,53,68,68,70,70
José María Basanta,35,188,78,CB,Izquierdo,47,49,54,54,72,68
David Fernández Cortázar,34,186,81,CB,Derecho,56,44,58,51,75,71
Onur Kaya,33,167,69,"CAM, LM, RM",Derecho,64,65,74,73,35,56
Panagiotis Giorgios Kone,31,182,75,"CAM, CM, CF",Derecho,70,72,70,71,50,63
Federico Dionisi,32,179,68,ST,Derecho,81,72,52,69,35,66
Fabio Giovanni Ceravolo,32,180,73,ST,Derecho,74,71,60,74,33,66
Benny Feilhaber,34,175,74,CM,Derecho,56,69,72,74,63,67
Mateus Galiano da Costa,35,176,75,"LM, RM",Derecho,77,73,68,75,43,63
Ritchie De Laet,30,186,77,"RB, CB, ST",Derecho,82,55,59,68,69,76
최철순 崔喆淳,32,175,68,"RB, LB",Derecho,74,46,65,67,69,76
Gustavo Adrián Ramos Vásquez,33,186,78,ST,Derecho,73,70,64,69,46,66
Lukas Jutkiewicz,30,185,77,ST,Izquierdo,60,70,59,65,44,79
Manuel Rolando Iturra Urrutia,35,174,73,"CDM, CM, LB",Izquierdo,50,45,64,65,74,68
Jesús Manuel  Santana Abreu,34,172,62,"RM, RW",Derecho,86,62,63,76,54,78
Hakan Özmert,34,183,80,"CDM, CM, CAM",Derecho,41,66,72,67,70,71
Artur Jędrzejczyk,31,189,78,"CB, RB",Derecho,67,48,60,64,68,80
Alberto  Bueno Calvo,31,179,67,"CAM, ST",Derecho,59,74,69,75,41,47
Sergio Sánchez Ortega,33,185,84,CB,Derecho,55,51,59,56,73,72
Alessio Cerci,31,180,78,"RW, ST",Izquierdo,75,69,72,75,36,60
Daniel Ciofani,33,190,82,ST,Derecho,61,73,41,56,26,73
Uğur Demirok,30,190,85,CB,Derecho,39,43,56,56,73,78
Mario Gavranović,29,175,76,"ST, CAM, CF",Derecho,74,70,62,74,37,65
Marcel Heller,33,176,70,"RM, LM",Derecho,93,64,63,73,34,62
Eren Derdiyok,31,191,92,ST,Derecho,36,74,66,66,32,72
Luiz Fernando Pereira da Silva,33,171,70,"LM, RM, ST",Izquierdo,86,69,66,77,44,58
中村 宪剛,38,175,66,"CAM, CM, CDM",Derecho,39,71,78,72,63,62
David McGoldrick,31,183,74,ST,Derecho,66,71,67,72,33,67
Marcelo Martins Moreno,32,187,82,ST,Derecho,59,75,63,67,36,74
Alex Wilkinson,34,187,85,CB,Derecho,40,46,54,50,71,79
蒿俊闵,32,178,78,CM,Derecho,71,64,73,71,59,70
汉超于,32,178,65,"LM, RM",Izquierdo,76,63,67,73,41,69
Claudio Beauvue,31,174,66,"ST, RW",Derecho,65,72,65,71,40,58
Lucas Barrios,34,188,84,ST,Derecho,56,73,62,66,42,71
Milan Škoda,33,190,86,ST,Derecho,58,71,61,66,48,76
Jan Morávek,29,180,77,"CM, CAM",Derecho,46,69,73,74,55,59
Fabien Lemoine,32,175,70,"CDM, CM",Derecho,43,58,68,68,71,73
Anthony Weber,32,190,82,CB,Derecho,34,28,56,52,72,76
Teddy Chevalier,32,178,77,"RW, ST, CF",Derecho,78,73,68,72,34,72
Nolan Roux,31,182,78,ST,Derecho,71,70,65,72,38,67
Orlando Carlos Braga de Sá,31,188,85,ST,Derecho,58,70,58,68,36,76
Mix Diskerud,28,184,73,CM,Derecho,69,69,72,70,57,71
Michał Pazdan,31,181,78,CB,Derecho,48,44,59,56,70,72
Massimo Coda,30,184,72,ST,Derecho,61,73,53,69,25,59
Deniz Kadah,33,188,80,"CAM, ST",Derecho,64,73,69,71,32,75
Vegard Forren,31,186,88,CB,Izquierdo,32,52,62,59,71,76
Maciej Rybus,29,173,75,"LB, LM",Izquierdo,77,69,72,72,70,67
Adam Clayton,30,175,75,"CDM, CM",Derecho,60,60,70,67,69,70
Abdul Khaled Akiola Adénon,33,180,72,CB,Derecho,53,37,56,50,72,73
Kyle Naughton,30,180,73,"RB, LB",Derecho,72,52,64,67,71,69
Güray Vural,31,177,65,"LB, LM",Izquierdo,82,69,65,75,66,64
Albert Danquah Adomah,31,182,74,"RM, LM, RW",Derecho,78,69,67,71,54,66
Jefferson Antonio Montero Vite,29,173,70,"LM, LW",Derecho,89,66,68,79,29,57
Mame Biram Diouf,31,185,79,"ST, RWB",Derecho,80,69,61,66,67,80
Jair Pereira Rodríguez,32,183,80,CB,Derecho,41,38,52,52,73,76
Sandro Manoel dos Santos,30,176,77,CDM,Derecho,67,55,69,64,67,81
Ronald Alejandro Vargas Aranguren,32,174,70,"CAM, LW",Derecho,71,68,69,73,26,51
Simão Mate Júnior,30,178,76,"CDM, CB",Derecho,73,46,56,63,73,84
Lex Immers,33,187,78,"CM, CAM",Derecho,38,72,68,64,66,81
Roberto Carlos Gutiérrez Gamboa,36,177,76,ST,Derecho,64,72,53,67,31,73
Fabrizio Cacciatore,32,182,85,"RB, LB",Derecho,68,53,60,63,73,74
Ante Budimir,27,190,75,ST,Izquierdo,59,73,44,64,34,72
Stijn Wuytens,29,183,74,CB,Izquierdo,54,60,73,68,71,72
Manuel Iori,37,182,72,"CM, CDM",Derecho,62,63,72,66,65,75
Riccardo Meggiorini,33,182,78,ST,Izquierdo,67,69,66,74,37,67
Pasquale Schiattarella,32,178,73,"CM, CDM",Derecho,77,64,71,73,61,69
Marco Sau,31,169,65,ST,Derecho,85,69,70,79,31,56
Libor Kozák,30,193,88,ST,Derecho,52,70,53,64,32,75
Laureano Sanabria Ruiz,34,171,68,RB,Derecho,70,46,64,67,68,65
Luca Siligardi,31,180,72,"RW, LW, LM",Izquierdo,75,68,71,77,37,59
Thiago Rangel Cionek,33,183,80,CB,Derecho,63,26,44,52,72,74
Florian Jungwirth,30,181,80,"CB, CDM",Derecho,50,42,60,60,71,73
Lorenzo Ariaudo,30,186,79,CB,Izquierdo,49,34,50,56,73,72
Diego Farías da Silva,29,173,66,"ST, CAM, CF",Derecho,84,69,68,79,38,49
Andrea Rispoli,30,188,83,"RB, RM",Derecho,81,64,66,69,68,77
Álvaro Giménez Candela,28,183,83,ST,Izquierdo,73,72,57,69,29,64
Fábio Pereira da Silva,28,172,74,"RB, LB",Derecho,77,56,69,73,71,64
Marko Vejinović,29,186,76,"CM, CDM",Derecho,46,68,78,68,63,64
Kristiano Samuel Armenteros Nunez Mendoza Jansson,29,181,80,ST,Izquierdo,71,71,62,73,37,68
Costa Nhamoinesu,33,184,81,"CB, LB",Izquierdo,82,39,58,62,69,78
Yoric Ravet,29,178,79,RM,Derecho,73,68,72,73,38,59
Panagiotis Tachtsidis,28,191,86,CM,Izquierdo,49,59,73,64,67,77
Hélder Tiago  Pinto Moura Guedes,32,184,78,ST,Derecho,54,71,60,66,36,68
Enock Kofi Adu,28,178,67,"CM, CDM",Derecho,49,41,69,74,65,58
Joe Bennett,29,178,74,"LB, LWB",Izquierdo,71,44,66,69,72,69
Omar Alejandro González,30,196,92,CB,Derecho,57,36,50,44,70,82
Danijel Aleksić,28,182,75,"CAM, RM, CF",Izquierdo,72,71,71,74,35,70
Julian Schieber,30,186,83,ST,Izquierdo,58,74,58,64,30,71
Mike Frantz,32,182,82,"CM, RM, CDM",Izquierdo,62,62,72,70,66,77
Matt Besler,32,183,77,CB,Izquierdo,64,42,62,61,72,73
Kian Hansen,30,184,74,CB,Derecho,67,47,67,61,72,73
Salman Mohammed Al Faraj,29,181,64,"CM, LM, CDM",Izquierdo,68,67,74,73,65,68
宇佐美 貴史,27,178,69,"LM, RM, ST",Derecho,77,67,68,77,30,49
興梠 慎三,32,175,72,ST,Derecho,70,69,62,72,31,70
Elierce Barbosa de Souza,31,183,75,"CM, CDM",Derecho,64,69,71,71,66,75
Miiko Martín Albornoz Inola,28,180,80,"LB, LM",Izquierdo,71,53,72,74,68,72
Rene Krhin,29,189,81,"CDM, CM",Derecho,35,52,65,60,72,71
Christopher Buchtmann,27,175,72,"CM, CDM, CAM",Izquierdo,68,65,73,73,61,66
Luciano Narsingh,28,178,69,"RW, LW",Derecho,91,63,65,74,25,53
Mark Duffy,33,175,72,CAM,Derecho,66,62,72,74,39,55
Ilombe Mboyo,32,186,82,"ST, LM",Derecho,68,70,70,73,40,75
Guram Kashia,31,186,87,CB,Derecho,43,27,56,55,71,79
Diego Falcinelli,28,186,75,ST,Izquierdo,65,70,52,70,23,64
Christopher Trimmel,32,189,82,RB,Derecho,73,59,67,67,68,79
Chris Mavinga,28,185,78,CB,Izquierdo,81,39,63,66,69,76
Manuel Schmiedebach,30,171,70,CDM,Derecho,64,47,67,70,70,71
André Filipe Bernardes Santos,30,178,70,"CM, CDM",Derecho,55,65,73,71,67,67
Beram Kayal,31,178,74,"CM, CDM",Derecho,64,61,70,72,69,70
Arvydas Novikovas,28,176,76,"RM, LM, ST",Izquierdo,89,67,66,73,29,63
Izet Hajrović,27,177,72,RM,Izquierdo,79,74,70,77,42,56
Sam Clucas,28,188,74,"CM, LM, LB",Izquierdo,70,67,71,70,65,72
Flavio Emmanuel Lopes Paixão,34,184,75,"ST, RM, LM",Derecho,73,70,66,72,34,71
Sergio Gontán Gallardo,27,172,68,RM,Derecho,73,64,71,73,56,67
Nathaniel Mendez-Laing,27,180,75,"RM, RW",Derecho,84,67,62,75,32,67
Jacques François Moubandje,29,180,74,"LB, CB, LWB",Izquierdo,67,48,65,69,71,76
Aymen Abdennour,29,187,84,CB,Izquierdo,51,55,56,51,71,77
Antonino Ragusa,29,183,78,"LW, RW",Derecho,86,67,66,75,44,64
Tim Ream,31,187,80,CB,Izquierdo,61,43,68,68,71,69
Gonzalo Pablo Castellani,31,183,75,"CM, CAM, CDM",Derecho,68,69,74,74,61,76
Stanislav Tecl,28,181,82,"ST, RW",Derecho,79,68,61,72,35,72
Daniel José Rodríguez Vázquez,31,178,72,"CM, CAM, LM",Derecho,66,71,69,72,63,63
Álvaro Arroyo Martínez,30,180,71,CB,Derecho,72,27,55,53,70,83
Simone Romagnoli,29,193,85,CB,Derecho,57,40,45,52,73,78
김보경 金甫炅,29,178,72,"CM, CAM",Izquierdo,77,68,70,72,59,69
지동원 池东沅,28,188,82,"CF, CAM, LM",Derecho,67,70,63,73,43,71
Anthony Losilla,33,185,80,"CDM, CM, CB",Derecho,54,55,64,72,71,75
Sebastião de Freitas Couto Júnior,27,179,73,"LM, ST",Izquierdo,86,70,66,72,49,76
Yoann Court,29,172,70,"LM, RM",Izquierdo,68,65,73,75,37,66
Wesley Lautoa,31,182,87,CB,Izquierdo,56,36,54,43,70,76
Luca Caldirola,28,189,79,"CB, LB",Izquierdo,49,41,63,60,71,69
Romain Métanire,29,178,74,RB,Derecho,76,31,64,67,68,76
Nicolas Höfler,29,181,79,"CDM, CM",Derecho,53,47,65,66,70,71
Marco Jhonnier Pérez Murillo,28,182,74,"ST, RM",Derecho,87,72,65,68,31,72
Nicolai Møller Boilesen,27,186,75,LB,Izquierdo,73,52,66,69,70,69
Diogo Ferreira Salomão,30,175,69,"LM, RM",Izquierdo,75,69,68,74,41,61
Youness Mokhtar,27,177,75,"LM, RM",Derecho,75,64,67,78,38,60
Carles Planas Antolínez,28,173,76,"LB, LWB",Izquierdo,71,53,66,69,68,77
Tom Ince,27,178,66,"CAM, RW",Izquierdo,77,68,67,76,33,54
Joan Isaac Cuenca López,28,178,67,"LM, RM",Derecho,78,64,66,80,34,52
Lionel Carole,28,182,78,"LWB, LB, LM",Izquierdo,76,40,64,73,72,71
Tomáš Přikryl,26,177,73,"RM, LM",Derecho,81,66,69,73,28,59
Mickaël Le Bihan,29,184,80,ST,Derecho,56,71,58,70,48,70
Ledian Memushaj,32,174,70,CM,Derecho,69,60,71,74,64,66
Christian Gytkjær,29,185,77,ST,Derecho,71,72,57,69,33,73
Bashkim Kadrii,27,177,71,"ST, LM",Izquierdo,86,70,61,74,52,73
Juan Carlos Pérez López,29,179,70,"LB, LWB, LM",Izquierdo,74,61,69,72,67,68
Marco Capuano,27,186,80,CB,Izquierdo,63,33,49,56,70,80
Alfredo Morales,29,183,77,CM,Derecho,67,58,69,70,67,76
Matthias Ostrzolek,29,178,72,"LB, LWB, CDM",Izquierdo,73,46,67,73,68,69
Aziz Eraltay Behich,28,170,63,LB,Izquierdo,78,63,66,73,68,66
João Jimmy Plata Cotera,27,157,71,"LW, LM",Derecho,85,67,69,74,34,60
Yohandry José Orozco Cujía,28,168,73,"LW, CAM",Derecho,75,63,66,78,38,40
신진호 申振豪,30,177,72,"CM, CAM",Derecho,59,63,73,68,62,71
Matteo Tosetti,27,176,68,RM,Derecho,82,58,72,70,41,59
Chris Löwe,30,175,67,"LB, LWB",Izquierdo,73,60,69,68,70,66
Walid Soliman,34,176,70,"LW, RW",Izquierdo,68,72,71,77,49,67
Welthon Fiel Sampaio,27,180,80,ST,Izquierdo,74,71,64,71,27,72
Aron Jóhannsson,28,184,70,ST,Derecho,67,72,63,72,36,61
Yoann Touzghar,32,179,75,ST,Derecho,72,71,56,69,24,69
Jón Guðni Fjóluson,30,195,81,CB,Izquierdo,48,48,57,54,71,78
Julian Korb,27,177,70,"RB, RWB, RM",Derecho,72,48,67,73,68,67
Jonathan Guillermo Nuñez Espinoza,31,180,81,"LM, CAM",Izquierdo,71,71,71,72,40,66
Christophe Kerbrat,32,185,74,CB,Derecho,57,50,58,62,72,72
Ricardo Gabriel Álvarez,31,188,84,CAM,Izquierdo,57,69,73,74,50,66
Toni Leistner,28,190,90,CB,Derecho,66,37,53,55,70,80
